MSSubClass,LotFrontage,LotArea,Street,LotConfig,Condition1,YearBuilt,RoofStyle,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,OpenPorchSF,YrSold,SalePrice
story_finished_attic,57,9184,Pave,Inside,Artery,1948,Gable,TA,BrkTil,TA,TA,No,780,GasA,Ex,3,1,TA,6,Typ,0,Detchd,0,2008,
story_old,80,4800,Pave,Inside,Norm,1910,Gable,TA,BrkTil,TA,Fa,No,680,GasA,Fa,2,1,TA,6,Typ,0,Attchd,50,2008,
old_old,60,4800,Pave,Corner,Norm,1940,Gable,TA,CBlock,Fa,TA,No,672,GasA,TA,2,1,TA,4,Typ,0,Detchd,0,2008,
story_old,60,6000,Pave,Inside,Norm,1915,Gable,TA,BrkTil,TA,TA,No,728,GasA,Gd,4,1,Gd,7,Typ,0,Detchd,0,2008,
duplex,63,11426,Pave,Inside,Norm,1910,Gable,TA,Stone,TA,TA,No,828,GasA,Gd,3,2,TA,9,Typ,0,NA,172,2008,
story_finished_attic,63,7628,Pave,Inside,Norm,1940,Gable,Gd,BrkTil,TA,TA,No,801,GasA,Gd,2,1,TA,8,Mod,0,Detchd,0,2008,
story_finished_attic,81,7308,Pave,Corner,Artery,1920,Gable,Fa,BrkTil,TA,TA,No,936,GasA,Gd,2,1,Ex,6,Typ,1,Detchd,0,2008,
old_old,60,5400,Pave,Inside,Norm,1920,Gable,TA,CBlock,TA,TA,No,931,GasA,TA,2,1,Gd,5,Typ,1,NA,28,2008,
duplex,60,10800,Pave,Inside,Norm,1940,Gable,TA,CBlock,TA,TA,No,884,GasA,TA,3,2,TA,8,Typ,2,Detchd,0,2008,
old_old,60,6756,Pave,Inside,Norm,1910,Mansard,TA,BrkTil,TA,Gd,No,481,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2008,
story_finished_attic,44,5914,Pave,Inside,Norm,1890,Gable,TA,BrkTil,Fa,TA,No,684,GasA,Gd,3,1,Gd,5,Typ,0,NA,165,2008,
story_finished_attic,75,9000,Pave,Corner,Norm,1946,Gable,TA,CBlock,TA,TA,No,904,GasA,Ex,3,1,TA,5,Typ,1,Detchd,20,2008,
old_new,62,7311,Pave,Corner,Norm,1946,Gable,Gd,BrkTil,TA,TA,No,407,GasA,TA,1,1,TA,3,Typ,0,Detchd,0,2008,
old_new,103,12205,Pave,Inside,Norm,1949,Gable,TA,BrkTil,Fa,Fa,No,448,GasA,Gd,5,1,TA,6,Maj2,0,NA,0,2008,
duplex,69,9142,Pave,Inside,Norm,1900,Gable,Fa,BrkTil,Fa,TA,No,797,GasA,TA,4,2,TA,10,Typ,0,Detchd,0,2008,
story_old,53,5350,Pave,Corner,Artery,1920,Gable,TA,BrkTil,TA,TA,No,624,GasA,Ex,3,1,TA,7,Typ,0,Detchd,192,2008,
story_finished_attic,69,9143,Pave,Corner,Norm,1900,Gable,TA,CBlock,TA,TA,No,346,GasA,Ex,2,1,TA,5,Typ,0,Detchd,0,2008,
duplex,60,9600,Pave,Inside,Norm,1920,Gable,TA,BrkTil,TA,TA,No,973,GasA,TA,4,2,TA,10,Typ,0,2Types,0,2008,
story_old,60,6000,Pave,Corner,Norm,1905,Gable,TA,BrkTil,Fa,TA,No,572,GasA,Ex,3,1,Gd,7,Typ,0,NA,77,2008,
story_old,60,11340,Pave,Inside,Norm,1920,Gable,Fa,BrkTil,Fa,Fa,No,723,GasA,TA,2,1,TA,5,Maj1,0,Detchd,24,2008,
story_old,60,10800,Pave,Inside,Norm,1890,Gable,TA,BrkTil,TA,TA,Mn,1313,GasW,Gd,5,1,TA,10,Typ,1,Detchd,299,2008,
old_new,65,9750,Pave,Inside,Norm,1959,Gable,TA,CBlock,TA,TA,No,984,GasA,Gd,2,1,Fa,5,Typ,0,Detchd,0,2008,
old_new,52,8516,Pave,Inside,Norm,1958,Gable,TA,CBlock,TA,TA,No,869,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2008,
old_old,55,7111,Pave,Inside,Norm,1928,Gable,Gd,BrkTil,TA,TA,No,1008,GasA,TA,2,1,TA,5,Typ,1,Detchd,0,2008,
story_finished_attic,NA,7425,Pave,Corner,RRAn,1945,Gable,TA,CBlock,TA,Fa,No,672,GasA,Gd,3,1,Gd,8,Typ,0,Attchd,0,2008,
story_finished_attic,NA,7010,Pave,Inside,Norm,1935,Gable,TA,BrkTil,TA,TA,No,1024,GasA,TA,3,1,TA,6,Typ,1,Detchd,30,2008,
story_finished_attic,50,5000,Pave,Inside,Feedr,1941,Gable,Gd,CBlock,TA,TA,No,672,GasA,Ex,3,1,Gd,6,Typ,0,Detchd,0,2008,
story_old,59,5870,Pave,Corner,Feedr,1900,Gable,Gd,BrkTil,TA,TA,No,554,GasA,Ex,3,1,TA,6,Typ,0,Detchd,112,2008,
story_finished_attic,50,6000,Pave,Inside,Norm,1940,Gable,TA,CBlock,TA,TA,No,981,GasA,Ex,3,1,Gd,6,Typ,1,Detchd,11,2008,
old_old,50,6000,Pave,Inside,Norm,1924,Gable,Fa,BrkTil,TA,Fa,No,949,GasA,Ex,2,1,TA,5,Typ,1,Detchd,0,2008,
story_finished_attic,50,6000,Pave,Inside,Norm,1937,Gable,Gd,BrkTil,TA,TA,No,825,GasA,Ex,3,1,TA,5,Typ,0,Detchd,0,2008,
story_finished_attic,50,6000,Pave,Inside,Norm,1939,Gable,TA,CBlock,TA,TA,No,739,GasA,Ex,2,2,TA,7,Typ,1,Detchd,0,2008,
story_finished_attic,50,5000,Pave,Inside,Norm,1926,Gable,TA,BrkTil,TA,TA,No,992,GasA,Ex,3,1,TA,6,Typ,0,Detchd,0,2008,
story_finished_attic,60,5520,Pave,FR2,Feedr,1920,Gable,Gd,BrkTil,TA,TA,No,565,GasA,TA,3,1,TA,6,Typ,1,BuiltIn,0,2008,
old_new,99,5940,Pave,FR3,Feedr,1946,Gable,TA,PConc,NA,NA,NA,NA,GasA,TA,2,1,TA,4,Typ,0,Detchd,0,2008,
story_finished_attic,52,6240,Pave,Inside,Norm,1929,Gable,TA,PConc,TA,TA,No,704,GasA,Ex,2,1,TA,6,Typ,0,Detchd,365,2008,
old_old,NA,6120,Pave,Inside,Norm,1945,Gable,Gd,CBlock,NA,NA,NA,0,GasA,Gd,1,1,TA,6,Min2,0,Attchd,48,2008,
story_finished_attic,52,6240,Pave,Inside,Norm,1939,Gable,TA,BrkTil,TA,TA,Mn,989,GasA,TA,4,1,TA,7,Min2,1,Detchd,20,2008,
story_old,51,6120,Pave,Inside,Artery,1923,Gambrel,TA,BrkTil,TA,TA,No,1100,GasA,TA,4,1,TA,7,Typ,0,Detchd,139,2008,
story_finished_attic,60,9144,Pave,Inside,Norm,1915,Gable,Gd,BrkTil,TA,TA,No,810,GasA,Ex,4,1,Gd,8,Typ,0,Detchd,195,2008,
story_new,57,8094,Pave,Inside,Norm,1910,Gable,TA,PConc,TA,TA,Mn,1242,GasA,Gd,5,1,TA,8,Typ,0,Detchd,0,2008,
story_finished_attic,63,4347,Pave,Inside,Norm,1910,Gambrel,TA,BrkTil,Gd,Gd,No,796,GasA,Ex,3,1,TA,7,Typ,0,Detchd,182,2008,
old_old,NA,6291,Grvl,Inside,RRNe,1930,Gable,Gd,BrkTil,TA,TA,No,768,GasA,TA,1,1,TA,4,Typ,0,Detchd,0,2008,
story_old,60,10266,Pave,Inside,Norm,1952,Gable,TA,CBlock,TA,TA,No,768,GasA,TA,4,1,TA,7,Typ,0,Detchd,216,2008,
story_finished_attic,60,6876,Pave,Inside,Norm,1938,Gable,TA,BrkTil,TA,TA,No,1272,GasA,TA,4,1,TA,9,Min1,1,Detchd,34,2008,
story_finished_attic,NA,10320,Pave,Inside,Norm,1915,Gable,Fa,BrkTil,TA,Fa,No,880,GasA,Gd,2,1,TA,6,Typ,0,Detchd,0,2008,
old_old,60,7200,Pave,Corner,Norm,1925,Gable,TA,CBlock,TA,TA,No,1040,GasA,Gd,2,1,TA,5,Typ,0,Detchd,132,2008,
story_finished_attic,62,7006,Pave,Inside,Norm,1925,Gable,TA,PConc,TA,TA,No,768,GasA,TA,3,1,TA,6,Typ,1,Detchd,0,2008,
old_old,60,10320,Pave,Inside,RRNe,1912,Gable,TA,BrkTil,Fa,TA,No,451,GasA,TA,1,1,TA,5,Typ,0,Detchd,0,2008,
duplex,60,10320,Pave,Inside,Norm,1915,Gable,Fa,PConc,TA,Fa,No,536,GasA,Ex,3,2,TA,8,Typ,0,NA,0,2008,
old_new,82,9488,Pave,Inside,Feedr,1947,Gable,TA,CBlock,TA,TA,No,1046,GasA,Gd,3,1,TA,6,Typ,0,Detchd,60,2008,
split,NA,11235,Pave,Corner,Feedr,1963,Gable,TA,CBlock,Gd,TA,Av,981,GasA,TA,3,1,Gd,6,Typ,0,Detchd,0,2008,
split,80,13014,Pave,Inside,Norm,1978,Gable,TA,CBlock,TA,TA,Av,1008,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2008,
old_new,68,10265,Pave,Inside,Norm,1967,Gable,Fa,CBlock,TA,TA,No,992,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,0,2008,
split,NA,7703,Pave,CulDSac,Norm,1978,Gable,TA,CBlock,Gd,TA,Gd,450,GasA,Ex,3,1,TA,6,Typ,1,Basment,0,2008,
old_new,NA,9981,Pave,Corner,Norm,1967,Gable,TA,CBlock,TA,TA,Mn,1073,GasA,Gd,3,1,TA,6,Typ,0,Attchd,90,2008,
split,NA,7400,Pave,CulDSac,Norm,1984,Gable,TA,PConc,Gd,TA,Av,1060,GasA,TA,2,1,TA,5,Typ,0,Attchd,0,2008,
duplex,60,12900,Pave,Inside,Feedr,1920,Gable,TA,PConc,TA,Fa,No,1300,GasA,Fa,3,1,TA,6,Typ,0,CarPort,0,2008,
old_new,94,9239,Pave,Inside,Feedr,1963,Gable,Gd,CBlock,TA,TA,No,960,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,0,2008,
old_new,88,14175,Pave,Inside,PosA,1956,Gable,TA,CBlock,TA,Gd,Gd,988,GasA,TA,1,1,TA,4,Typ,1,Attchd,89,2008,
duplex,NA,10532,Pave,Corner,Norm,1960,Flat,TA,CBlock,TA,TA,Mn,988,GasA,Gd,3,1,TA,7,Mod,2,Basment,84,2008,
story_finished_attic,63,8375,Pave,Corner,Norm,1941,Gable,TA,BrkTil,TA,TA,No,576,GasA,Gd,2,1,Gd,6,Min1,0,2Types,0,2008,
split,NA,10200,Pave,Inside,Norm,1970,Hip,Gd,PConc,Gd,TA,Av,864,GasA,Ex,3,1,Gd,5,Typ,0,2Types,0,2008,
old_new,82,20270,Pave,CulDSac,Norm,1979,Gable,TA,CBlock,Gd,TA,Gd,1524,GasA,TA,3,1,TA,7,Typ,2,Attchd,0,2008,
story_finished_attic,50,5190,Pave,Inside,Norm,1948,Gable,TA,CBlock,TA,TA,No,570,GasA,TA,2,1,TA,5,Typ,1,Attchd,0,2008,
old_old,85,19550,Pave,Inside,Norm,1940,Flat,TA,PConc,TA,TA,Gd,1580,GasA,Ex,2,1,Fa,5,Typ,2,NA,39,2008,
old_new,68,9571,Pave,Inside,Norm,1956,Hip,TA,CBlock,TA,TA,Av,1509,GasA,TA,3,1,Gd,6,Typ,1,Attchd,0,2008,
duplex,50,9350,Pave,Inside,Norm,1975,Gable,TA,PConc,Gd,TA,Av,864,GasA,Fa,2,1,TA,4,Typ,0,NA,0,2008,
story_new,50,9360,Pave,Corner,Norm,1962,Gable,TA,CBlock,TA,TA,No,621,GasA,TA,3,1,TA,7,Typ,0,Detchd,236,2008,
story_new,NA,9771,Pave,Corner,Norm,1995,Gable,TA,PConc,Gd,TA,No,1077,GasA,Ex,4,1,Gd,9,Typ,1,BuiltIn,32,2008,
old_new,80,9938,Pave,Inside,Norm,1994,Gable,TA,PConc,Gd,TA,No,1602,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,40,2008,
story_new,NA,14171,Pave,CulDSac,Norm,1993,Gable,TA,PConc,Gd,TA,No,812,GasA,Ex,4,1,Gd,9,Typ,1,Attchd,98,2008,
split,85,10541,Pave,Corner,Norm,1996,Gable,TA,PConc,Gd,TA,Av,672,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,33,2008,
story_new,65,10616,Pave,Inside,Norm,2007,Gable,TA,PConc,Gd,TA,No,628,GasA,Ex,3,1,Gd,6,Typ,1,BuiltIn,24,2008,
old_new,65,9345,Pave,Inside,Norm,2007,Gable,TA,PConc,Gd,TA,Av,1615,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,30,2008,
old_new,91,11778,Pave,Inside,Norm,2008,Hip,TA,PConc,Gd,TA,Gd,2271,GasA,Ex,3,1,Ex,7,Typ,2,Attchd,0,2008,
old_new,91,11778,Pave,Inside,PosN,2008,Hip,TA,PConc,Ex,TA,Av,1751,GasA,Ex,3,1,Ex,8,Typ,2,Attchd,36,2008,
split,NA,11454,Pave,Corner,Norm,1995,Gable,TA,PConc,Gd,TA,Gd,1401,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,42,2008,
old_new,NA,11500,Pave,CulDSac,Norm,1966,Flat,TA,CBlock,Gd,Gd,Gd,1182,GasA,Ex,2,1,TA,6,Typ,1,Attchd,0,2008,
old_new,65,9750,Pave,Inside,Norm,1994,Gable,TA,PConc,Gd,TA,No,990,GasA,Ex,3,1,TA,5,Typ,0,Detchd,0,2008,
old_new,NA,8696,Pave,Inside,Norm,1997,Gable,TA,PConc,Gd,TA,Gd,1418,GasA,Ex,3,1,Gd,5,Typ,1,Attchd,110,2008,
story_new,NA,13142,Pave,Corner,PosN,1997,Gable,TA,PConc,Gd,TA,No,864,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,96,2008,
story_new,68,8998,Pave,Inside,Norm,2000,Gable,TA,PConc,Gd,TA,Mn,782,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,70,2008,
story_new,75,12192,Pave,Inside,Norm,2000,Gable,TA,PConc,Gd,TA,No,928,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,36,2008,
old_new,NA,12250,Pave,Inside,Norm,1978,Gable,TA,CBlock,Gd,TA,Mn,864,GasA,Ex,3,1,TA,5,Typ,0,Attchd,0,2008,
old_new,NA,9216,Pave,Inside,Norm,1975,Gable,TA,CBlock,TA,TA,Av,1076,GasA,TA,3,1,TA,5,Typ,1,Detchd,0,2008,
old_new,40,14330,Pave,CulDSac,Norm,1975,Gable,TA,CBlock,TA,TA,No,864,GasA,TA,2,1,TA,5,Min2,0,Attchd,0,2008,
story_new,NA,10400,Pave,Inside,Norm,2001,Gable,TA,PConc,Gd,TA,No,1257,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,84,2008,
story_new,NA,9720,Pave,CulDSac,Norm,2001,Gable,TA,PConc,Gd,TA,Mn,1357,GasA,Ex,3,1,Gd,7,Typ,1,BuiltIn,116,2008,
old_new,NA,14860,Pave,CulDSac,Norm,2002,Hip,TA,PConc,Ex,TA,Gd,1778,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,35,2008,
story_new,41,10905,Pave,CulDSac,Norm,2003,Gable,TA,PConc,Gd,TA,No,1129,GasA,Ex,4,1,Gd,9,Typ,1,BuiltIn,57,2008,
story_new,96,11690,Pave,Inside,Norm,1999,Gable,TA,PConc,Gd,TA,Av,850,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,29,2008,
old_new,NA,4426,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,Mn,848,GasA,Ex,1,1,Gd,3,Typ,0,Attchd,0,2008,
duplex,83,10126,Pave,Corner,Norm,1997,Gable,Gd,PConc,Gd,TA,Gd,1838,GasA,Ex,2,2,TA,8,Typ,0,Attchd,67,2008,
old_new,75,9750,Pave,Inside,Norm,2004,Gable,TA,PConc,Gd,TA,Mn,1445,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,35,2008,
old_new,85,11058,Pave,Corner,Norm,2007,Gable,TA,PConc,Gd,TA,No,1564,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,24,2008,
old_new,74,9627,Pave,Inside,Norm,2007,Gable,TA,PConc,Gd,TA,Av,1351,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,50,2008,
old_new,75,9825,Pave,Inside,Norm,1966,Hip,TA,CBlock,TA,TA,No,1092,GasA,TA,3,1,TA,6,Typ,0,Attchd,0,2008,
split,64,12102,Pave,Inside,Norm,1976,Gable,TA,CBlock,Gd,Gd,Gd,456,GasA,Ex,3,1,TA,6,Typ,0,BuiltIn,0,2008,
old_new,65,6500,Pave,Inside,Norm,1976,Hip,TA,CBlock,TA,NA,No,1127,GasA,TA,3,1,TA,6,Typ,1,Detchd,0,2008,
split,NA,9638,Pave,CulDSac,Norm,1977,Hip,TA,CBlock,TA,TA,Av,1029,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2008,
story_new,72,7200,Pave,Inside,Norm,1976,Hip,TA,CBlock,TA,TA,Av,684,GasA,TA,3,1,TA,6,Typ,1,Attchd,0,2008,
old_new,123,47007,Pave,Inside,Norm,1959,Gable,TA,Slab,NA,NA,NA,0,GasA,TA,5,1,Ex,11,Typ,2,Attchd,372,2008,
duplex,65,6012,Pave,Corner,Norm,1955,Gable,Fa,PConc,NA,NA,NA,0,GasA,TA,2,2,TA,6,Typ,0,NA,0,2008,
duplex,74,6845,Pave,Inside,Norm,1955,Gable,TA,Slab,NA,NA,NA,0,GasA,TA,2,2,TA,6,Typ,0,NA,0,2008,
duplex,56,6931,Pave,Inside,Norm,1955,Hip,TA,CBlock,TA,TA,Av,784,GasA,TA,2,1,TA,4,Typ,0,NA,0,2008,
story_finished_attic,60,12180,Pave,Inside,Norm,1938,Gable,TA,PConc,TA,TA,No,585,GasA,Gd,2,1,Ex,5,Typ,0,NA,0,2008,
story_finished_attic,57,8050,Pave,Inside,Norm,1947,Gable,Gd,Slab,NA,NA,NA,0,GasA,Gd,4,1,TA,8,Min1,0,NA,0,2008,
old_new,68,9520,Pave,Inside,Norm,1953,Gable,TA,CBlock,Gd,TA,No,911,GasA,TA,2,1,TA,5,Typ,0,Attchd,0,2008,
split,62,7692,Pave,Inside,Norm,1954,Gable,TA,CBlock,Ex,TA,Av,416,GasA,Gd,3,1,TA,6,Typ,0,Basment,0,2008,
old_old,67,5142,Pave,Inside,Norm,1923,Gable,TA,PConc,TA,TA,No,949,GasA,TA,3,1,Gd,6,Typ,0,Detchd,0,2008,
old_old,60,7290,Pave,Corner,Norm,1921,Gable,TA,BrkTil,TA,TA,No,1228,GasA,Ex,2,1,TA,7,Typ,1,Attchd,0,2008,
duplex,64,7804,Pave,Inside,Norm,1930,Gable,TA,BrkTil,TA,TA,No,960,GasA,Ex,4,2,TA,10,Typ,2,Detchd,0,2008,
story_old,66,8969,Pave,Inside,Norm,1926,Gambrel,TA,BrkTil,TA,TA,No,644,GasA,Ex,2,1,TA,6,Typ,1,Detchd,0,2008,
story_finished_attic,63,15564,Pave,Inside,Norm,1914,Gable,TA,BrkTil,Gd,TA,No,676,GasA,Ex,3,1,TA,6,Typ,0,Detchd,0,2008,
story_old,54,7609,Pave,Corner,Norm,1925,Gable,Gd,PConc,Fa,TA,No,798,GasA,Ex,3,1,Gd,7,Typ,1,Detchd,16,2008,
story_old,NA,9650,Pave,Corner,Norm,1923,Hip,TA,BrkTil,TA,TA,No,784,GasA,TA,4,1,TA,7,Typ,1,Attchd,217,2008,
story_finished_attic,NA,11700,Pave,Inside,Norm,1937,Gable,TA,CBlock,TA,TA,No,942,GasA,Ex,4,1,Gd,7,Min2,1,Detchd,40,2008,
story_finished_attic,NA,9260,Pave,Inside,Feedr,1938,Gable,TA,BrkTil,TA,TA,No,884,GasA,TA,3,1,TA,6,Typ,0,Detchd,0,2008,
old_new,79,7801,Pave,Corner,Feedr,1951,Hip,Fa,PConc,TA,TA,No,1091,GasA,Fa,2,1,TA,5,Typ,1,Attchd,105,2008,
story_old,100,9670,Pave,Inside,Norm,1935,Gable,TA,PConc,TA,Fa,No,608,GasA,TA,4,1,TA,9,Typ,2,Detchd,0,2008,
story_finished_attic,70,12392,Pave,Inside,Norm,1950,Gable,Gd,CBlock,TA,Gd,No,832,GasA,Ex,3,1,Gd,8,Typ,2,Attchd,96,2008,
old_new,56,26073,Pave,CulDSac,Norm,1956,Gable,TA,PConc,TA,TA,No,1898,GasA,Ex,3,1,TA,7,Typ,2,Attchd,51,2008,
story_new,24,1879,Pave,CulDSac,Norm,1980,Gable,TA,CBlock,Gd,TA,No,516,GasA,TA,2,1,TA,5,Typ,1,Detchd,0,2008,
old_old,50,7000,Pave,Inside,Norm,1926,Gable,Gd,BrkTil,TA,TA,No,894,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2008,
story_finished_attic,60,6000,Pave,Inside,Norm,1940,Gable,TA,CBlock,Fa,TA,No,720,GasA,Gd,3,1,TA,5,Typ,0,Detchd,0,2008,
story_finished_attic,58,8155,Pave,Inside,Norm,1930,Gable,TA,CBlock,Gd,TA,No,780,GasA,Gd,4,1,TA,7,Typ,0,NA,0,2008,
split,75,6000,Pave,Inside,Norm,1967,Hip,TA,CBlock,Gd,TA,Mn,624,GasA,Ex,3,1,TA,7,Mod,1,Attchd,180,2008,
old_old,60,7392,Pave,Inside,Norm,1930,Gable,TA,BrkTil,TA,TA,No,520,GasA,TA,2,1,TA,5,Typ,0,Detchd,90,2008,
story_finished_attic,75,9000,Pave,Inside,Norm,1958,Gable,TA,CBlock,TA,TA,No,1151,GasA,Gd,4,1,TA,7,Typ,0,Attchd,0,2008,
old_new,80,14584,Pave,Inside,Norm,1952,Gable,Po,Slab,NA,NA,NA,0,Wall,Po,2,1,Fa,4,NA,0,Attchd,0,2008,
story_old,60,5280,Pave,Corner,Feedr,1895,Gable,TA,Stone,NA,Fa,No,173,GasA,Ex,2,1,TA,6,Typ,0,Detchd,123,2008,
story_finished_attic,52,5150,Pave,Corner,Feedr,1910,Gable,TA,PConc,NA,TA,No,356,GasA,TA,2,1,TA,5,Typ,0,Detchd,0,2008,
story_old,60,9000,Grvl,Inside,Norm,1920,Gable,TA,Stone,Fa,Fa,Mn,592,GasA,Ex,3,1,Fa,5,Min2,0,Detchd,30,2008,
old_new,44,3843,Pave,Inside,Norm,2007,Hip,TA,PConc,Ex,TA,Gd,1596,GasA,Ex,2,1,Ex,5,Typ,1,Attchd,53,2008,
old_new,44,3811,Pave,Inside,Norm,2004,Hip,TA,PConc,Ex,TA,Gd,1594,GasA,Ex,2,1,Ex,5,Typ,1,Attchd,53,2008,
old_new,NA,23730,Pave,Inside,Norm,1996,Gable,TA,PConc,Ex,TA,Mn,1840,GasA,Ex,3,1,Gd,7,Typ,0,Attchd,46,2008,
story_new,NA,11050,Pave,Inside,Norm,1996,Gable,TA,PConc,Gd,TA,Mn,910,GasA,Ex,3,1,Gd,8,Typ,1,Attchd,32,2008,
duplex,76,10260,Pave,Inside,Norm,1976,Gable,TA,CBlock,NA,NA,NA,0,GasA,TA,4,2,TA,8,Typ,0,Attchd,0,2008,
old_new,74,9990,Pave,Inside,Norm,1991,Gable,TA,PConc,Gd,TA,No,1680,GasA,Gd,3,1,TA,6,Typ,1,Attchd,120,2008,
old_new,42,4084,Pave,Inside,Norm,1986,Gable,TA,CBlock,Gd,TA,Av,1277,GasA,Gd,2,1,Gd,6,Typ,1,Attchd,0,2008,
old_new,74,11563,Pave,Inside,Norm,2006,Hip,TA,PConc,Ex,TA,Gd,1518,GasA,Ex,3,1,Gd,8,Typ,0,Attchd,26,2008,
story_new,107,12852,Pave,Corner,Norm,2007,Gable,TA,PConc,Gd,TA,Av,920,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,192,2008,
split,73,9802,Pave,Inside,Norm,2006,Gable,TA,PConc,Gd,TA,No,352,GasA,Gd,3,1,TA,6,Typ,0,BuiltIn,0,2008,
story_new,81,12018,Pave,Corner,Norm,2008,Gable,TA,PConc,Gd,TA,Av,796,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,64,2008,
old_new,75,12890,Pave,Inside,Norm,1989,Gable,TA,CBlock,Gd,TA,No,1495,GasA,Ex,3,1,TA,8,Typ,1,Attchd,0,2008,
old_new,93,18265,Pave,Corner,Norm,1986,Gable,Gd,CBlock,Gd,Gd,Av,1256,GasA,Ex,3,1,Gd,6,Typ,1,Attchd,0,2008,
old_new,82,11202,Pave,Inside,Norm,2003,Hip,TA,PConc,Ex,TA,Av,1432,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,95,2008,
old_new,NA,7915,Pave,Inside,Norm,1999,Hip,TA,PConc,Ex,TA,Mn,1666,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,52,2008,
old_new,79,11449,Pave,Inside,Norm,2007,Gable,TA,PConc,Gd,TA,Av,1884,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,276,2008,
old_new,85,11447,Pave,Inside,Norm,2005,Gable,TA,PConc,Ex,TA,Av,1964,GasA,Ex,3,1,Gd,7,Typ,1,Attchd,265,2008,
duplex,97,8940,Pave,Corner,Norm,1997,Gable,Gd,PConc,Gd,Gd,Gd,1344,GasA,Ex,2,2,TA,8,Typ,0,Attchd,0,2008,
old_new,77,9278,Pave,FR2,Feedr,2007,Gable,TA,PConc,Gd,TA,No,1092,GasA,Ex,2,1,TA,5,Typ,0,NA,52,2008,
old_new,32,4500,Pave,FR2,Norm,1997,Hip,TA,PConc,Ex,TA,No,1189,GasA,Ex,2,1,TA,4,Typ,0,Attchd,122,2008,
split,150,14137,Pave,Corner,Norm,1964,Gable,TA,CBlock,Gd,TA,Av,1200,GasA,Gd,3,1,TA,6,Typ,0,2Types,119,2008,
old_new,NA,4224,Pave,Inside,Norm,1975,Gable,TA,PConc,Gd,TA,No,1040,GasA,Gd,3,1,TA,6,Typ,0,Attchd,100,2008,
story_new,41,2665,Pave,Inside,Norm,1976,Gable,TA,PConc,Gd,TA,No,550,GasA,TA,4,1,TA,6,Typ,1,Attchd,26,2008,
split,21,1974,Pave,Inside,Norm,1973,Gable,Gd,CBlock,Gd,TA,Av,526,GasA,Gd,2,1,TA,5,Typ,0,BuiltIn,101,2008,
split,21,1596,Pave,Inside,Norm,1973,Gable,TA,CBlock,Gd,TA,Gd,462,GasA,TA,1,1,TA,4,Typ,1,BuiltIn,101,2008,
old_new,NA,17979,Pave,Corner,Norm,1968,Gable,Gd,CBlock,TA,TA,No,1113,GasA,Ex,3,1,Gd,6,Typ,0,Attchd,0,2008,
story_new,21,1477,Pave,Inside,Norm,1970,Gable,Gd,CBlock,TA,TA,No,546,GasA,Ex,3,1,TA,6,Typ,0,NA,0,2008,
old_new,59,6490,Pave,Inside,Norm,1983,Gable,Gd,CBlock,TA,TA,No,816,GasA,Ex,2,1,TA,4,Typ,0,Attchd,0,2008,
old_new,60,6600,Pave,Inside,Norm,1982,Gable,TA,CBlock,TA,TA,No,845,GasA,Gd,3,1,Gd,6,Typ,0,Attchd,0,2008,
old_new,74,12395,Pave,Corner,Norm,1984,Gable,TA,CBlock,TA,TA,No,864,GasA,TA,3,1,TA,6,Typ,0,Attchd,0,2008,
story_old,NA,56600,Pave,Inside,Norm,1900,Hip,TA,BrkTil,TA,TA,No,686,GasA,Ex,4,1,TA,7,Maj1,0,Detchd,0,2008,
old_new,85,10667,Pave,Inside,Norm,1971,Gable,TA,CBlock,TA,TA,No,1587,GasA,TA,3,1,TA,7,Typ,1,Attchd,44,2007,
split,56,8872,Pave,Inside,Norm,1997,Gable,TA,PConc,Gd,TA,No,384,GasA,Gd,3,1,TA,7,Typ,1,BuiltIn,0,2007,
